date,airline,flight_number,origin,destination,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours,reroute_severity,origin_country,destination_country,aircraft_type,passengers_affected,reason,cancelled,event_type,severity,disruption_type,severity_level,flights_affected
2026-03-10,Cathay Pacific,CA3637,London,Singapore,Direct Middle East overfly,Via Central Asian detour,2828.0,3976.0,1148.0,7342.91,2.5,21.32291,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Delta Air Lines,DE4616,Frankfurt,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,7370.0,8371.0,1001.0,4942.28,4.1,19.05228,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Delta Air Lines,DE8312,Doha,Paris,,,,,,,,,Qatar,France,Boeing 787-10 Dreamliner,208.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-10,Etihad Airways,ET2171,Dubai,Amman,Via Baghdad FIR,Via Ankara–Baku corridor,4107.0,5035.0,928.0,4939.01,0.5,14.71901,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Etihad Airways,ET2608,Istanbul,Delhi,Direct Middle East overfly,Via Central Asian detour,6222.0,8360.0,2138.0,14491.84,1.9,37.77184,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Etihad Airways,ET4111,Dubai,New York,,,,,,,,,UAE,USA,Boeing 737 MAX 8,296.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-10,Etihad Airways,ET8705,Cairo,Kuwait City,,,,,,,,,Egypt,Kuwait,Boeing 737 MAX 8,324.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-10,FedEx Express,FE3371,Singapore,London,Via Strait of Hormuz,Via Red Sea–Suez route,7466.0,9259.0,1793.0,10958.35,3.6,32.488350000000004,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,FedEx Express,FE7093,London,Kuwait City,,,,,,,,,UK,Kuwait,Boeing 777-200LR,298.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-10,FedEx Express,FE747,Dubai,Singapore,,,,,,,,,UAE,Singapore,Airbus A330-300,154.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-10,Gulf Air,GU419,Abu Dhabi,Sydney,Via Persian Gulf,Via Indian Ocean southern route,7587.0,11037.0,3450.0,19939.16,3.3,57.73916,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Gulf Air,GU9237,Islamabad,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,5746.0,8829.0,3083.0,19344.42,2.5,52.67442,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,IndiGo,IN680,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3014.0,4699.0,1685.0,6927.08,2.1,25.877080000000003,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,IndiGo,IN8990,Sydney,Dubai,,,,,,,,,Australia,UAE,Boeing 787-9 Dreamliner,98.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-10,Iran Air,IR202,Doha,London,Direct Tehran overfly,Via Ashgabat–Almaty route,2004.0,2951.0,947.0,5496.96,0.6,15.566960000000002,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Iran Air,IR5420,London,Doha,,,,,,,,,UK,Qatar,Airbus A330-300,114.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-10,Iran Air,IR7328,Doha,Lahore,,,,,,,,,Qatar,Pakistan,Airbus A320neo,246.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
2026-03-10,Jazeera Airways,JA3812,Karachi,Dubai,Via Persian Gulf,Via Indian Ocean southern route,9108.0,12187.0,3079.0,15413.96,1.8,48.00395999999999,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Jazeera Airways,JA4386,Dubai,Mumbai,,,,,,,,,UAE,India,Boeing 737 MAX 8,137.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-10,Jazeera Airways,JA5787,Amman,Dubai,,,,,,,,,Jordan,UAE,Boeing 737 MAX 8,230.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-10,Jazeera Airways,JA8937,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Airbus A350-900,145.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-10,KLM,KL713,Abu Dhabi,Sydney,,,,,,,,,UAE,Australia,Airbus A340-600,398.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
2026-03-10,KLM,KL7863,Dubai,Karachi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4964.0,6263.0,1299.0,7933.97,1.6,22.52397,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Kuwait Airways,KU2881,New York,Doha,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2913.0,4448.0,1535.0,9698.94,3.4,28.44894,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Kuwait Airways,KU5157,London,Kuwait City,,,,,,,,,UK,Kuwait,Airbus A321neo,207.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-10,Kuwait Airways,KU8684,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Airbus A350-900,297.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-10,Lufthansa,LU435,New York,Dubai,,,,,,,,,USA,UAE,Airbus A380-800,410.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
2026-03-10,Lufthansa,LU6129,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A350-900,391.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-10,Lufthansa,LU7874,Los Angeles,Doha,,,,,,,,,USA,Qatar,Boeing 787-9 Dreamliner,410.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-10,Lufthansa,LU9775,Doha,Paris,,,,,,,,,Qatar,France,Boeing 777-200LR,327.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-10,Mahan Air,MA4560,Moscow,Tehran,,,,,,,,,Russia,Iran,Airbus A320neo,302.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-10,Mahan Air,MA7231,Bahrain,London,Via Strait of Hormuz,Via Red Sea–Suez route,5102.0,6897.0,1795.0,9688.45,4.3,31.938450000000003,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Mahan Air,MA7698,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Boeing 777-200LR,112.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-10,Mahan Air,MA8571,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Boeing 787-10 Dreamliner,335.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-10,Malaysia Airlines,MA890,Islamabad,Dubai,,,,,,,,,Pakistan,UAE,Airbus A340-600,423.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-10,Oman Air,OM1342,Mumbai,Kuwait City,,,,,,,,,India,Kuwait,Boeing 777-200LR,404.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-10,Oman Air,OM1715,London,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,3419.0,4356.0,937.0,6057.87,1.2,16.62787,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Oman Air,OM990,Lahore,Doha,,,,,,,,,Pakistan,Qatar,Boeing 737-800,144.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-10,Pakistan International Airlines,PA5343,Bahrain,London,,,,,,,,,Bahrain,UK,Boeing 737-800,307.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-10,Pakistan International Airlines,PA9300,Islamabad,Riyadh,,,,,,,,,Pakistan,Saudi Arabia,Boeing 787-9 Dreamliner,347.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-10,Qatar Airways,QA1589,Cairo,Riyadh,Via Strait of Hormuz,Via Red Sea–Suez route,2685.0,3909.0,1224.0,4417.24,3.3,19.95724,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Qatar Airways,QA2551,Doha,Mumbai,,,,,,,,,Qatar,India,Airbus A340-600,169.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-10,Qatar Airways,QA6877,Doha,New York,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3335.0,5561.0,2226.0,14606.29,2.7,39.56629,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Qatar Airways,QA7737,Mumbai,Kuwait City,,,,,,,,,India,Kuwait,Boeing 737-800,343.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-10,Qatar Airways,QA8784,Mumbai,Kuwait City,Via Baghdad FIR,Via Ankara–Baku corridor,9234.0,10057.0,823.0,3923.62,2.4,14.55362,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Saudi Arabian Airlines,SA3993,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Boeing 737-800,268.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-10,Singapore Airlines,SI6649,Paris,Beirut,,,,,,,,,France,Lebanon,Airbus A340-600,168.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-10,Singapore Airlines,SI8557,Doha,Mumbai,,,,,,,,,Qatar,India,Boeing 777-300ER,171.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-10,Thai Airways,TH7432,Doha,London,Via Strait of Hormuz,Via Red Sea–Suez route,8916.0,10251.0,1335.0,8727.51,1.5,23.57751,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Thai Airways,TH7777,Mumbai,Kuwait City,,,,,,,,,India,Kuwait,Airbus A320neo,264.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-10,Turkish Airlines,TU5008,Dubai,Mumbai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4100.0,6649.0,2549.0,13216.68,4.8,43.50668,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Turkish Airlines,TU5842,Doha,Paris,,,,,,,,,Qatar,France,Airbus A320neo,334.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-10,United Airlines,UN3224,Doha,London,,,,,,,,,Qatar,UK,Boeing 737 MAX 8,328.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-10,United Airlines,UN7977,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Airbus A320neo,102.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-10,flydubai,FL5619,Istanbul,Delhi,,,,,,,,,Turkey,India,Airbus A340-600,416.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-11,Air Arabia,AI2894,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Airbus A321neo,345.0,Diplomatic advisory — do not fly,1.0,Military,High,,,
2026-03-11,Air Arabia,AI5386,London,Muscat,,,,,,,,,UK,Oman,Airbus A340-600,427.0,Diplomatic advisory — do not fly,1.0,Military,High,,,
2026-03-11,Air Arabia,AI5760,Istanbul,Delhi,,,,,,,,,Turkey,India,Airbus A320neo,98.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-11,Air France,AI4650,New York,Doha,,,,,,,,,USA,Qatar,Airbus A320neo,161.0,Fuel supply disruption,1.0,Military,High,,,
2026-03-11,Air India,AI1765,Tehran,Moscow,,,,,,,,,Iran,Russia,Airbus A321neo,360.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-11,Air India,AI2101,Karachi,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3084.0,4241.0,1157.0,7570.99,1.0,20.140990000000002,,,,,,0.0,Military,High,,,
2026-03-11,Air India,AI446,New York,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,4749.0,5229.0,480.0,2921.87,3.6,11.32187,,,,,,0.0,Military,High,,,
2026-03-11,American Airlines,AM2416,Frankfurt,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,2006.0,3493.0,1487.0,5307.26,3.8,23.97726,,,,,,0.0,Military,High,,,
2026-03-11,American Airlines,AM5718,Paris,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,11552.0,13005.0,1453.0,8918.51,1.3,24.748510000000003,,,,,,0.0,Military,High,,,
2026-03-11,American Airlines,AM8067,Doha,Mumbai,,,,,,,,,Qatar,India,Boeing 777-200LR,344.0,Fuel supply disruption,1.0,Military,High,,,
2026-03-11,British Airways,BR8775,Istanbul,Dubai,,,,,,,,,Turkey,UAE,Airbus A330-300,151.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-11,Cargolux,CA6728,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Airbus A330-300,436.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-11,Cargolux,CA8087,Cairo,Kuwait City,,,,,,,,,Egypt,Kuwait,Airbus A340-600,286.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-11,Cathay Pacific,CA2343,Bahrain,London,,,,,,,,,Bahrain,UK,Boeing 737 MAX 8,250.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-11,Cathay Pacific,CA721,Sydney,Abu Dhabi,Direct Middle East overfly,Via Central Asian detour,11894.0,13011.0,1117.0,5253.28,0.6,17.02328,,,,,,0.0,Military,High,,,
2026-03-11,Cathay Pacific,CA9364,Dubai,Amman,,,,,,,,,UAE,Jordan,Boeing 737-800,296.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-11,DHL Aviation,DH2927,Dubai,Frankfurt,Via Persian Gulf,Via Indian Ocean southern route,9507.0,12255.0,2748.0,19102.26,2.4,48.98226,,,,,,0.0,Military,High,,,
2026-03-11,DHL Aviation,DH8316,Tehran,Beijing,,,,,,,,,Iran,China,Airbus A320neo,105.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-11,Delta Air Lines,DE2232,London,Muscat,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7661.0,8856.0,1195.0,6155.15,1.9,20.00515,,,,,,0.0,Military,High,,,
2026-03-11,Delta Air Lines,DE5707,Dubai,Singapore,,,,,,,,,UAE,Singapore,Airbus A320neo,183.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-11,Delta Air Lines,DE8818,Karachi,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7941.0,8837.0,896.0,4891.83,0.7,14.551829999999999,,,,,,0.0,Military,High,,,
2026-03-11,Delta Air Lines,DE9017,Dubai,Delhi,,,,,,,,,UAE,India,Airbus A340-600,190.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-11,EgyptAir,EG853,Muscat,London,,,,,,,,,Oman,UK,Airbus A321neo,109.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-11,Emirates,EM1960,Dubai,London,,,,,,,,,UAE,UK,Airbus A320neo,433.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-11,Emirates,EM2542,Abu Dhabi,London,,,,,,,,,UAE,UK,Boeing 737-800,124.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-11,Emirates,EM2813,Kuwait City,Cairo,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9579.0,10582.0,1003.0,5170.49,1.6,16.80049,,,,,,0.0,Military,High,,,
2026-03-11,Emirates,EM3328,Karachi,Istanbul,Via Persian Gulf,Via Indian Ocean southern route,6354.0,7757.0,1403.0,8759.76,2.5,25.28976,,,,,,0.0,Military,High,,,
2026-03-11,Emirates,EM9701,Singapore,Dubai,,,,,,,,,Singapore,UAE,Airbus A340-600,437.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-11,Emirates SkyCargo,EM6358,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Airbus A320neo,287.0,Government travel ban,1.0,Military,High,,,
2026-03-11,Emirates SkyCargo,EM8338,Kuwait City,Mumbai,Direct Gulf route,Via Jordan–Egypt alternate,6121.0,6523.0,402.0,1904.92,3.3,9.224920000000001,,,,,,0.0,Military,High,,,
2026-03-11,Ethiopian Airlines,ET3168,Cairo,Kuwait City,,,,,,,,,Egypt,Kuwait,Boeing 737-800,235.0,Fuel supply disruption,1.0,Military,High,,,
2026-03-11,Ethiopian Airlines,ET5944,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Boeing 737-800,290.0,Government travel ban,1.0,Military,High,,,
2026-03-11,Ethiopian Airlines,ET7959,London,Bahrain,,,,,,,,,UK,Bahrain,Boeing 737-800,330.0,Government travel ban,1.0,Military,High,,,
2026-03-11,Etihad Airways,ET214,London,Singapore,Via Strait of Hormuz,Via Red Sea–Suez route,2444.0,4192.0,1748.0,6902.13,0.5,24.88213,,,,,,0.0,Military,High,,,
2026-03-11,Etihad Airways,ET3665,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Boeing 777-200LR,155.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-11,Etihad Airways,ET5811,Tehran,Beijing,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4044.0,5519.0,1475.0,6267.3,2.3,23.317300000000003,,,,,,0.0,Military,High,,,
2026-03-11,FedEx Express,FE2734,Tehran,Istanbul,,,,,,,,,Iran,Turkey,Airbus A380-800,235.0,Government travel ban,1.0,Military,High,,,
2026-03-11,FedEx Express,FE3199,London,Singapore,,,,,,,,,UK,Singapore,Boeing 737-800,144.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-11,Gulf Air,GU1998,Kuwait City,London,,,,,,,,,Kuwait,UK,Boeing 787-9 Dreamliner,261.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-11,Gulf Air,GU6410,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Airbus A321neo,374.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-11,Gulf Air,GU8692,Moscow,Tehran,,,,,,,,,Russia,Iran,Airbus A320neo,107.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-11,IndiGo,IN2595,Istanbul,Karachi,,,,,,,,,Turkey,Pakistan,Airbus A380-800,138.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-11,IndiGo,IN6826,Cairo,Kuwait City,,,,,,,,,Egypt,Kuwait,Airbus A380-800,328.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-11,Iran Air,IR113,Doha,Los Angeles,Via Persian Gulf,Via Indian Ocean southern route,8322.0,10046.0,1724.0,9459.16,4.7,31.399160000000002,,,,,,0.0,Military,High,,,
2026-03-11,KLM,KL5644,Sydney,Abu Dhabi,Via Baghdad FIR,Via Ankara–Baku corridor,4956.0,6179.0,1223.0,7178.21,4.9,24.308210000000003,,,,,,0.0,Military,High,,,
2026-03-11,KLM,KL7701,Cairo,Riyadh,,,,,,,,,Egypt,Saudi Arabia,Boeing 787-9 Dreamliner,92.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-11,KLM,KL8482,Moscow,Tehran,Via Strait of Hormuz,Via Red Sea–Suez route,8054.0,9396.0,1342.0,5761.02,2.3,21.48102,,,,,,0.0,Military,High,,,
2026-03-11,Kuwait Airways,KU3301,Tehran,Beijing,,,,,,,,,Iran,China,Airbus A380-800,194.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-11,Kuwait Airways,KU3474,London,Singapore,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9271.0,10552.0,1281.0,5303.49,1.8,19.913490000000003,,,,,,0.0,Military,High,,,
2026-03-11,Lufthansa,LU1592,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Airbus A380-800,216.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-11,Lufthansa,LU3339,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Airbus A380-800,316.0,Government travel ban,1.0,Military,High,,,
2026-03-11,Lufthansa,LU6307,Muscat,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6236.0,7684.0,1448.0,6518.04,4.8,25.79804,,,,,,0.0,Military,High,,,
2026-03-11,Lufthansa,LU6652,London,Muscat,,,,,,,,,UK,Oman,Boeing 737-800,191.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-11,Mahan Air,MA4416,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Boeing 777-300ER,134.0,Government travel ban,1.0,Military,High,,,
2026-03-11,Mahan Air,MA5437,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A320neo,413.0,Diplomatic advisory — do not fly,1.0,Military,High,,,
2026-03-11,Malaysia Airlines,MA1323,Mumbai,Dubai,,,,,,,,,India,UAE,Boeing 777-300ER,267.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-11,Malaysia Airlines,MA9325,Dubai,Istanbul,Via Strait of Hormuz,Via Red Sea–Suez route,9043.0,10193.0,1150.0,7138.22,4.1,22.73822,,,,,,0.0,Military,High,,,
2026-03-11,Oman Air,OM2277,London,Dubai,,,,,,,,,UK,UAE,Airbus A330-300,143.0,Fuel supply disruption,1.0,Military,High,,,
2026-03-11,Oman Air,OM2304,Karachi,Istanbul,,,,,,,,,Pakistan,Turkey,Boeing 777-200LR,438.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-11,Pakistan International Airlines,PA6297,Beijing,Tehran,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6536.0,8054.0,1518.0,6518.24,3.9,25.598239999999997,,,,,,0.0,Military,High,,,
2026-03-11,Pakistan International Airlines,PA6422,Doha,Paris,,,,,,,,,Qatar,France,Airbus A350-900,424.0,Diplomatic advisory — do not fly,1.0,Military,High,,,
2026-03-11,Pakistan International Airlines,PA7830,New York,Dubai,,,,,,,,,USA,UAE,Airbus A330-300,349.0,Government travel ban,1.0,Military,High,,,
2026-03-11,Pakistan International Airlines,PA9429,Bahrain,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,4021.0,4595.0,574.0,3559.66,2.4,11.699660000000002,,,,,,0.0,Military,High,,,
2026-03-11,Pakistan International Airlines,PA9584,London,Doha,,,,,,,,,UK,Qatar,Airbus A330-300,226.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-11,Qatar Airways,QA6077,Islamabad,Dubai,,,,,,,,,Pakistan,UAE,Boeing 777-300ER,275.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-11,Qatar Airways,QA9988,Bahrain,London,,,,,,,,,Bahrain,UK,Airbus A340-600,168.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-11,Saudi Arabian Airlines,SA1714,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Boeing 777-300ER,288.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-11,Singapore Airlines,SI2294,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Boeing 787-9 Dreamliner,105.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-11,Thai Airways,TH5157,Mumbai,Dubai,,,,,,,,,India,UAE,Airbus A380-800,91.0,Fuel supply disruption,1.0,Military,High,,,
2026-03-11,Thai Airways,TH5977,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Boeing 787-10 Dreamliner,158.0,Diplomatic advisory — do not fly,1.0,Military,High,,,
2026-03-11,Thai Airways,TH7685,Moscow,Tehran,,,,,,,,,Russia,Iran,Airbus A350-900,432.0,Government travel ban,1.0,Military,High,,,
2026-03-11,United Airlines,UN6020,Paris,Doha,Via Baghdad FIR,Via Ankara–Baku corridor,10330.0,10865.0,535.0,3666.97,4.3,13.316970000000001,,,,,,0.0,Military,High,,,
2026-03-11,flydubai,FL9113,Moscow,Tehran,,,,,,,,,Russia,Iran,Boeing 787-9 Dreamliner,151.0,Airspace closure — NOTAM,1.0,Military,High,,,
